Type,Name,Address,Grade,District,AGA Division,PS/MC/UC
Travel Agents,ENCOUNTER LANKA TOURS (PVT) LTD,"NO. 16, 2ND LANE, NAWALA, RAJAGIRIYA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,EXPLORE THE WONDERS (PVT) LTD,"NO.424/2B, GALLE ROAD, COLOMBO 03.",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,KAYA VOYAGES (PVT) LTD,"NO.246,PARK ROAD,COLOMBO 05",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Travel Agents,PELA HOLIDAYS (PVT) LTD,"NO.327, 2ND FLOOR, CEYESTA HOUSE, GALLE ROAD, COLOMBO 03.",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Travel Agents,CLOVER LANKA TRAVEL (PVT) LTD,"NO.1586/1/1,KOTTE ROAD,RAJAGIRIYA.",,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat
Travel Agents,AL-QIMMAH TOURS & TRAVELS (PVT) LTD,"M.P.C.S ROAD,MAWADICHENAI,VALAICHENAI,SRI LANKA.",,Batticaloa,Batticaloa,Koralai Pattu Divisional Secretariat
Travel Agents,A4 TOURS,"NO.636,COLOMBO ROAD,LIYANAGEMULLA,SEEDUWA.",,Gampaha,Katunayake-Seeduwa,Katana Divisional Secretariat
Travel Agents,BEYOND BOUNDARIES & YOUR HOLIDAY SPECIALIST,"NO.30,REALITY PLAZA,NAIWALA,WEYANGODA.",,Gampaha,Minuwangoda Pradeshiya Sabha,Attanagalla Divisional Secretariat
Travel Agents,ABDULLAH TRAVELS & TOURS PVT LTD,"NO.28/1,KAHAWATTE,AMBATENNA.",,Ratnapura,Ratnapura,Ratmalana Divisional Secretariat
Travel Agents,G.G HAPPY TOUR,"YADDEHIMULLA ROAD,UNAWATUNA",,Galle,Habaraduwa,Habaraduwa Divisional Secretariat
Travel Agents,LETU TRAVELS (PVT) LTD,"NO. 34-8/4, EBENEZER PLACE, DEHIWALA",,Colombo,Dehiwala-Mount Lavinia,Colombo Divisional Secretariat
Travel Agents,ILMA HAJJ SERVICE & TRAVEL OPERATORS,"82-1/1, GALLE ROAD, BAMBALAPITIYA, COLOMBO 04",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,CEYLON JOY INTERNATIONAL (PVT) LTD,"NO.320,DUPLICATION ROAD, COLOMBO-03",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,MARIYAM HAJJ-UMRA TRAVELS & TOURS,"NO.145,MAL 13TH ROAD,MALAYADI GIRAMAM 02,SAMMANTHURAI.",,Ampara,Ampara,Samanthurai Divisional Secretariat
Travel Agents,SAS TRAVELS AND TOURS (PVT) LTD,"LEVEL-M,NO.26,VAJIRA ROAD,COLOMBO 04",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,BOOKINGMART HOLIDAYS (PVT) LTD,"NO.81,HINNIYAPPUHAMY MAWATHA,COLOMBO 13.",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,MERIDIAN ESCAPES (PVT) LTD,"NO.532/3,MADIWELA ROAD,THALAWATHUGODA",,Colombo,Maharagama,Maharagama Divisional Secretariat
Travel Agents,THE TRAVEL CAFE (PVT) LTD,"NO.85/23,JAWATTE GARDENS,COLOMBO 05",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Travel Agents,WISHBONE INNOVATIONS (PVT) LTD,"NO.75,1ST FLOOR,COTTA ROAD,BORELLA,COLOMBO 08",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,EIGEN WEG TRAVELS AND TOURS (PVT) LTD,"NO.67/1/1,GALLE ROAD,DEHIWALA",,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat
Travel Agents,YARA TRAVELS (PVT) LTD,"1ST FLOOR,TFC BUILDING,MAIN STREET,AKKARAIPATTU.",,Ampara,Ampara,Ampara Divisional Secretariat
Travel Agents,LANKA CULTURE & TRAVELS (PVT) LTD,"LEVEL 13, EAST TOWER, WORLD TRADE CENTER, COLOMBO 1",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,KATTANKUDY MOSQUES FEDERATION HAJ TRAVELS AND TOURS,"NO.01,METTAIPALLY ROAD,KATTANKUDY-03.",,Batticaloa,Kattankudy,Kattankudy Divisional Secretariat
Travel Agents,MAIKA HOLIDAY,"NO.106,CHILAW ROAD,NEGOMBO.",,Gampaha,Negombo,Negombo Divisional Secretariat
Travel Agents,TRAVEL LANKA JOURNEYS (PVT) LTD,"NO.1630/4,S.W.PERERA MAWATHA,COTTAH ROAD,RAJAGIRIYA.",,Colombo,Sri Jayawardenapura-Kotte,Kotte Divisional Secretariat
Travel Agents,AVANT LEISURE HOLIDAYS (PRIVATE) LIMITED,"NO.63,SINHAPURA,BATTARAMULLA.",,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat
Travel Agents,PLEDGE HOLIDAYS PVT LTD,"NO.86,COLOMBO ROAD,KATUNAYAKE.",,Gampaha,Negombo,Negombo Divisional Secretariat
Travel Agents,TRAVEL MISSION (PVT) LTD,"NO;21 DEAL PLACE, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,JOURNEYATOR (PVT)LTD,"177,RA.DE MEL MAWATHA,COLOMBO 3",,Colombo,Colombo,kaduwela Divisional Secretariat
Travel Agents,SAFEWAY TRAVELS AND TOURS,"NO.228,GRANDPASS ROAD,COLOMBO 14",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,CLIMAX LANKA TRAVELS AND TOURS (PVT) LTD,"NO.65/25A,SWARNADISI PLACE,KOSWATTE ROAD,NAWALA,RAJAGIRIYA.",,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat
Travel Agents,INFINITY VACATIONS (PVT)LTD,"NO.3 1/1,OLD QUARRY ROAD,MOUNT LAVINIA.",,Colombo,Dehiwala-Mount Lavinia,Mount Lavinia
Travel Agents,THE SUNWAY TRAVELS AND LEISURE,"NO.8A,VAJIRA ROAD,BAMBALAPITIYA,COLOMBO 04",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,LULU HOLIDAYS (PVT) LTD,"NO.135E1/1,GALLE ROAD,DEHIWALA.",,Colombo,Dehiwala-Mount Lavinia,Dehiattakandiya Divisional Secretariat
Travel Agents,CEYLON IN STYLE (PVT)LTD,"NO.51/1,ALEXANDRA PLACE,COLOMBO 07",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,PREMIER DESTINATIONS (PVT) LTD,"NO.39A,10TH LANE,COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,HIGHWAY TRAVELER (PVT) LTD,"NO.17/B,2ND FLOOR,HORANA ROAD,BANDARAGAMA.",,Kalutara,Bandaragama Pradeshiya Sabha,Bandaragama Divisional Secretariat
Travel Agents,CATAPULTT LANKA (PVT) LTD,"NO. 36/6 A, 2/1, PERAKUM MAWATHA, NAWALA ROAD, NUGEGODA",,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat
Travel Agents,BLISS TRAVELS (PVT)LTD.,"NO.100/5,ROSMEAD PLACE,COLOMBO 07.",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,INTRAVELS HOLIDAY (PVT) LTD,"NO.100/6,PALANGATHURE,KOCHCHIKADE.",,Gampaha,Negombo,Negombo Divisional Secretariat
Travel Agents,CEILAO TOURS (PVT) LTD,"NO.18/A,INDRA MAWATHA,KALUBOWILA,DEHIWALA.",,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat
Travel Agents,RATNALOKA PARADISE TOURS (PVT)LTD.,"KOSGALA,KAHANGAMA,RATNAPURA.",,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat
Travel Agents,NICO EXPLORERS (PVT) LTD,"NO.07,KOTHALAWELA GARDENS,COLOMBO 04",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,ANCIENT LANKA TOURS & TRAVELS (PVT) LTD,"NO:530/8,12TH LANE,DAMINNAGAHAWATTA,KIMBULLAPITIYA",,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat
Travel Agents,C T S LANKA TOURS & COMMERCE (PVT) LTD,"NO.58/19,SCHOOL LANE,NAVALA,RAJAGIRIYA",,Colombo,Kotte Muncipal Council,Colombo Divisional Secretariat
Travel Agents,CEYLON DREAM TRAVELS.,"NO.248 E/1,NEELAMMAHARA,BORALESGAMUWA.",,Colombo,Maharagama,Maharagama Divisional Secretariat
Travel Agents,CEYLON FOOTPRINT HOLIDAYS (PVT) LTD,"NO.93/A,DEHIWALA ROAD,PEPILIYANA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,BLUE LANKA TOURS (PVT) LTD,"NO:10 1/1, MISSION ROAD , KOTTE",,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura
Travel Agents,CRUSADER SPORTS & LEISURE TOURS (PVT) LTD,"NO:136/5,KALALGODA,PANNIPITIYA",,Colombo,Maharagama,Maharagama Divisional Secretariat
Travel Agents,L S L ADVENTURE TOURS (PVT) LTD,"NO:534/13,4TH LANE,PRISON CAMP ROAD,DALUPOTHA.",,Gampaha,Negombo,Negombo Divisional Secretariat
Travel Agents,MINOLTA TRAVELS & TOURS,"NO: 520, 2ND DIVISION, MARADANA, COLOMBO 10.",,Colombo,Colombo,Maradana
Travel Agents,SANKI LEISURE( PRIVET) LIMITED,"NO: 840/1/1, COLOMBO ROAD,KATUNAYAKE",,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat
Travel Agents,STERLING HOLIDAYS (PVT) LTD,"NO:03,SAMAGI MAWATHA,DANDOLLA WATTA,NITTAMBUWA",,Gampaha,Gampaha,Attanagalla Divisional Secretariat
Travel Agents,E TURISMO LANKA (PVT) LTD,"NO:177/D/1, AMBAGAHA JUNCTION,KOTHALAWALA,KADUWELA",,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat
Travel Agents,YA TOURS,"NO:88/1,JUSTICE AKBAR MAWATHA,COLOMBO 02",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,TOURMASTER LANKA INTERNATIONAL (PVT) LTD,"343/2, SCHOOL LANE, THIMBIRIGASKATUWA, NEGOMBO",,Gampaha,Negombo,Negombo Divisional Secretariat
Travel Agents,CEYTRANS (PVT) LTD,"NO.200, SAMANTHARA PARA, MOLLIGODAWATTE, WADDUWA",,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat
Travel Agents,VISIT SRI LANKA TOURS,"NO:14,GALLE ROAD,ALUTHGAMA",,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat
Travel Agents,ZENITH EXPEDITIONS (PVT) LTD.,"103B,POORVARMA MAWATHA,COLOMBO 5, SRI LNKA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,1 A SENIRA TRAVELS AND TOURS,"NO. 405 OLD KOTTAWA ROAD,UDAHAMULLA,NUGEGODA",,Colombo,Kotte Muncipal Council,Colombo Divisional Secretariat
Travel Agents,ISAK TRAVELS,"NO. 507/4B, FINCO WATTA, WORK CAMP ROAD, DALUPOTHA, NEGAMBO",,Gampaha,Negombo,Negombo Divisional Secretariat
Travel Agents,FUTURE HORIZON (PVT) LTD,"1A,JAYANTHIPURA , MAIN ROAD, BATTARAMULLA",,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat
Travel Agents,DANATA (PVT) LTD,"37 1/1, W.A.D. RAMANAYAKE MAWATHA, COLOMBO 02",,Colombo,MC,Colombo Divisional Secretariat
Travel Agents,UNIQUE HOLIDAYS,"NO; 234,A/1,SRI JAYAWARDANEPURA MAWATA,WELIKADA,RAJAGIRIYA.",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,JAQ LANKA HOLIDAYS (PVT)LTD,"NO. 93/18, MOSQUE LANE, PERIYAMULLA, NEGOMBO",,Gampaha,Negombo,Negombo Divisional Secretariat
Travel Agents,SIRI NATURE TOUR IN SRI LANKA,"NO.264/3/B, BATALANDA ROAD, MAKOLA SOUTH, MAKOLA.",,Gampaha,Biyagama Pradeshiya Sabha,Biyagama Divisional Secretariat
Travel Agents,MEDICAL TOURISM (PVT) LTD,"NO.30/3/2, MAHARAGAMA ROAD, PILIYANDALA.",,Colombo,Kesbewa,Kesbewa Divisional Secretariat
Travel Agents,TRAVEL COLOMBO,"NO.371/1,PARANA AMBALAMA,USWETAKEYYAWA.",,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat
Travel Agents,LETS SEE ASIA PVT LTD,"NO.4/1/1, 7TH LANE, PAMUNUWA ROAD, MAHARAGAMA.",,Colombo,Mahara Pradeshiya Sabha,Maharagama Divisional Secretariat
Travel Agents,GLOBAL ECONOMICAL MICRO ENTERPRISES DEVELOPMENT (PVT) LTD,"NO. 136, MAIN STREET, SAINTHAMARUTHU - 01",,Ampara,Ampara,Ampara Divisional Secretariat
Travel Agents,SPICELAND DESTINATIONS LANKA (PVT) LTD,"NO. 9 1/2 (2ND FLOOR), UPATISSA ROAD, COLOMBO 04.",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,WAVES DESTINATIONS (PVT) LTD,"NO.73, AIR ARABIA BUILDING, H.K.DHARMADASA MAWATHA, COLOMBO 02",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,RED STONE (PRIVATE ) LIMITED,"3RD FLOOR, NO.399 1/3, GALLE ROAD, COLOMBO 04",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Travel Agents,SRILAK TRAVELS AND TOURS,"104, MUHANDIRAM ROAD, COLOMBO 3.",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,GABO TRAVELS OVERSEAS (PVT) LTD,"NO:11,BAGATALLE ROAD,COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,RED HUT TOURS AND TRAVELS (PVT) LTD,"NO:310/3/3,AIRTEL MARKET,MAIN ST,COLOMBO 11,SRI LANKA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,STAR CLUB (PVT) LTD,"NO.136B,STANLEY THILAKARATNE MAWATHA,NUGEGODA.",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,EASTGATE TRAVELLER,"NO.189, MAIN STREET- ODDAMAWADI",,Batticaloa,Batticaloa,Koralai Pattu Divisional Secretariat
Travel Agents,EXCITING TRAVEL HOLIDAYS (PRIVATE) LIMITED,"NO. 27/1, LIYANAGE MAWATHA, NAWALA, RAJAGIRIYA",,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura
Travel Agents,ZEN TOURS (PVT) LTD,"LEVEL 13/F, EAST TOWER, WORLD TRADE CENTER, COLOMBO 01",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,VALUE TRADE (PVT) LTD,"LEVEL 28, WEST TOWER, WORLD TRADE CENTER,ECHELON SQUARE,COLOMBO 01",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,CDC TRAVELS (PVT) LTD,"69 A,SRI SARANANKARA ROAD,KALUBOWILA,DEHIWALA.",,Colombo,Dehiwala-Mount Lavinia,Kalutara Divisional Secretariat
Travel Agents,SERENDIPITY ESCAPES (PRIVATE) LIMITED,"23/6A.DHARMASHOKA MAWATHA,KANDY.",,Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat
Travel Agents,EK TRAVELS AND TOURS,"NO : 35/5,NEW ROYAL GARDENS, MILL ROAD, NAGODA,KANDANA.",,Gampaha,Gampaha,Ja-Ela Divisional Secretariat
Travel Agents,FIGCO LANKA HOLIDAYS PVT. LTD,"923/4,CHILLAW ROAD,DALUWAKOTUWA,KOCHCHIKADE",,Gampaha,Negombo,Negombo Divisional Secretariat
Travel Agents,LEISURE CREATIONS (PVT)LTD,"NO:3A,D.S.FONSEKA MAWATHA,COLOMBO 05.",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Travel Agents,NATURE EXPLORER LANKA (PVT)LTD,"NO 290,OREX CITY,EKALA,JA-ELA",,Gampaha,Ja-Ela Pradeshiya Sabha,Ja-Ela Divisional Secretariat
Travel Agents,TRAVEL CALL (PVT) LTD,"NO 376/1/1 NEGOMBO ROAD, WATTALA",,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat
Travel Agents,VISTAS COLOMBO,"203A-1/2,HIGHLEVEL ROAD,COLOMBO-06",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,MEILE TRAVELS LANKA (PVT)LTD,"NO 403/C/1/1,HENDALA,WATTALA",,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat
Travel Agents,SAFAA TRAVELS AND TOURS,"NO.41/1-2, BELMONT STREET, COLOMBO 12",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,THE TRAVEL LINE,"287,LAYARDS BROADWAY ROAD,COLOMBO 14.",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,AZAAR TRAVELS,"NO:163/2,S.W.R.D.BANDARANAYAKE MAWATHA,KANDY",,Kandy,Kandy,GANGAWATA KORALAYA
Travel Agents,"EBERT SILVA TOURING CO.,(PVT) LTD.","NO:11,MALWATTA ROAD,DEHIWALA.",,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat
Travel Agents,ISLAND ADVENTURES (PVT) LTD,"NO 11,CASTLE LANE,COLOMBO 04.",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,AL-KASWA TRAVELS AND TOURS,"NO.09,COLOMBO ROAD,MADURANKULI.",,Puttalam,Puttalam Pradeshiya Sabha,Mundalama Divisional Secretariat
Travel Agents,SWISS LANKA REISEN (PRIVATE) LIMITED,"NO. 34, SRI SARANANKARA ROAD, WELIWATTHA, GALLE",,Galle,Galle,Galle Divisional Secretariat
Travel Agents,FERNANDO LANKA TRAVELS,"171/12/B, HALMULLA, WELLAMPITIYA",,Colombo,Kolonna Pradeshiya Sabha,Kolonnawa Divisional Secretariat
Travel Agents,HAYLEYS TOURS (PVT) LTD,"400, DEANS ROAD, COLOMBO 10",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,THE TRIP SQUARE (PVT) LTD,"NO 34A, 1/1, 1ST FLOOR, JAMBUGASMULLA ROAD, NUGEGODA",,Colombo,Maharagama,Maharagama Divisional Secretariat
Travel Agents,ARABLANKA TOURS & TRAVELS,"NO 132/A, KAWDANA ROAD, DEHIWALA",,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat
Travel Agents,GRAND HOLIDAYS LANKA (PVT) LTD,"NO 63, DEANSTON PLACE, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,CHINA MANOR BUSINESS TRAVEL RECEPTION (PVT) LTD,"CINE CITY, NO 301A, MARADANA ROAD, COLOMBO 10",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,UPCOUNTRY TRAVEL & TOURS,"11/5, SAI AMARAWANSA MAWATHA, DANGOLLA ROAD, GATABE, KANDY",,Kandy,Kandy,Gagawata
Travel Agents,LAVINGO TRAVELS (PVT) LTD,"NO 164, KURUNEGALA ROAD, KATUGASTOTA, KANDY",,Kandy,Kandy,Kandy Divisional Secretariat
Travel Agents,ATYPIQUE LANKA (PVT) LTD,"15D, THANTHRI MAWATHA, ETHUL KOTTE",,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura
Travel Agents,NOORUL AMANI HAJ UMRA TRAVELS,"NO 32,01ST FLOOR, MAIN STREET, ERAVUR 03",,Batticaloa,Batticaloa,Eravur Pattu Divisional Secretariat
Travel Agents,FUN HOLIDAYS (PVT) LTD,"271, STANLEY THILAKARATNE MW, NUGEGODA.",,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat
Travel Agents,LANKA ORAYAN TRAVELS & TOURS (PVT) LTD,"113/B1/2, ABEYSEKARA ROAD, KAWDANA, DEHIWALA",,Colombo,Dehiwala-Mount Lavinia,Ratmalana Divisional Secretariat
Travel Agents,L.K INTERNATIONAL (PVT) LTD,"29/A, ST ANNE'S ROAD, WATTALA",,Gampaha,Gampaha,Gampaha Divisional Secretariat
Travel Agents,T.C. HOLIDAYS (PVT) LTD,"108 A 1/1, MAYA AVENUE, COLOMBO 06",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,ASIA TOURS AND EVENTS PRIVATE LIMITED,"NO 134/B/1, BANDARAGAMA ROAD, JAMBURALIYA, MADAPATHA.",,Colombo,Kesbewa,Kesbewa Divisional Secretariat
Travel Agents,AL FAKHAMA HOLIDAYS,"NO 174, COLOMBO ROAD, UKWATTA, AVISSAWELLA",,Colombo,Seethawaka Pradeshiya Sabha,Seethawaka Divisional Secretariat
Travel Agents,COLORS AND ESSENCE OF LANKA (PVT) LTD,"NO 106, 2ND FLOOR,BERNARD BUSINESS PARK, DEHIWALA",,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat
Travel Agents,BLUE DOT TOURS (PVT) LTD,"65A, HOTEL ROAD, MOUNT LAVINIA",,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat
Travel Agents,TRAVEL WORLD EXPERIENCES LANKA (PVT) LTD,"14/4, PARK STREET, COLOMBO 02",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,REWARDS HOLIDAYS (PVT) LTD,"95/11, M.J.C. FERNANDO MAWATHA, IDAMA, MORATUWA.",,Colombo,Moratuwa,Moratuwa Divisional Secretariat
Travel Agents,CARLTON TOURS (PVT) LTD,"146/34, HAVELOCK ROAD, COLOMBO 05",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Travel Agents,MAY FLOWER HOLIDAYS (PVT) LTD.,"NO.11, MOUNT AVENUE, MOUNT LAVINIA",,Colombo,Colombo,Mount Lavinia
Travel Agents,HYE LINK GLOBAL (PVT) LTD,"NO 406, 4TH FLOOR, MAJESTIC CITY, COLOMBO 4",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,BAITHUL ATHEEQ HAJ TAVELS & TOURS,"97, GRAND MOSQUE ROAD, AKKARAIPATTU 05",,Ampara,AKKARAIPATTU,Akkaraipattu Divisional Secretariat
Travel Agents,SAS HOLIDAYS (PVT) LTD,"NO 26, LEVEL 4, VAJIRA ROAD, COLOMBO 04",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,SILK WAY LANKA TRAVELS & TOURS (PVT) LTD,"NO;33/66, SUHADA MAWATHA, WEKADA, PANADURA",,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat
Travel Agents,INVITE HOLIDAYS (PVT) LTD,"NO. 15 A, BATTARAMULLA ROAD, ETHULKOTTE",,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura
Travel Agents,ONEWORLD LEISURE MANAGEMENT (PVT) LTD,"NO. 279 - 1/1, R. A. DE MEL MAWATHA, KOLLUPITIYA, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,NETPEARL INTERNATIONAL (PRIVATE ) LIMITED,"NO:63, 2/3, KANDY ROAD, KIRIBATHGODA, KELANIYA",,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat
Travel Agents,HAPPY FRIENDS HOLIDAY INTERNATIONAL TRAVEL SERVICE (PVT) LTD,"NO:5B, VIDYALA ROAD, MOUNT LAVINIA",,Colombo,Dehiwala-Mount Lavinia,Mount Lavinia
Travel Agents,AMC HOLIDAYS (PVT ) LTD,"NO 7/2-1, CHARLES TERRACE, ALFRED PLACE, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,THE TRAVEL CONCIERGE (PVT) LTD,"NO. 255/15B, TORRINGTON GARDENS, TORRINGTON AVENUE, COLOMBO 07",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,DREAM CEYLON TRAVELS & LEISURE (PVT) LTD,"331/5, HUNUPITIYA, NEW ROAD, DALUGAMA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,IKMAN TRAVELS (PVT) LTD,"105/3, GALA JUNCTION, KIRIBATHGODA, KELANIYA",,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat
Travel Agents,ISLAND HOLIDAYS & TRAVELS (PVT) LTD,"44A, LIONEL EDIRISINGHE MAWATHA, KIRULAPONE, COLOMBO 05",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,SAVARI TRAVELS (PVT) LTD,"NO:82 3/1, GALLE ROAD, COLOMBO 04",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Travel Agents,REGENCY LEISURE SOLUTIONS (PVT) LTD,"2ND FLOOR, MCLAREN'S BUILDING, NO 123, BAUDDHALOKA MAWATHA, COLOMBO 04",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,INROADS CEYLON (PVT) LTD,"2, LUMBINI AVENUE, MOUNT LAVINIA",,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat
Travel Agents,YOULANKA TRAVELS (PVT)LTD,"NO.14,MOOR ROAD,WELLAWATTA,COLOMBO 06",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,HEAVENS TRAIL (PVT) LTD,"435/4,LONGDON HLL, OFF THIMBIRIGASYAYA ROAD, COLOMBO-05",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Travel Agents,SILK PATH (PVT) LTD,"NO 66,NORRIS CANEL ROAD, COLOMBO 10",,Colombo,Colombo,Maradana
Travel Agents,CREATIVETRAVELS . ASIA (PVT) LTD,"PUTTUR ROAD, VEMBIRAI, MEESALAI",,Jaffna,Chavakachcheri,Jaffna Divisional Secretariat
Travel Agents,VILASHA TRAVELS & TOURS (PVT) LTD,"NO 210B, LIYANAGEMULLA, SEEDUWA",,Gampaha,Seeduwa,Negombo Divisional Secretariat
Travel Agents,ARAB TRAVELS GLOBAL (PVT) LTD,"NO:277, 1ST DIVISION, MARADANA, COLOMBO 10",,Colombo,MC,Colombo Divisional Secretariat
Travel Agents,CROWN GLOBAL SERVICES (PVT) LTD,"28/4C, R.A.DE MEL MAWATHA, COLOMBO 04",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Travel Agents,SUNS MART GROUP TRAVELS (PVT) LTD,"NO:132/2/8, HILL CITY COMPLEX, D.S. SENANAYAKE VEEDIYA, KANDY",,Kandy,Pathahewaheta,Gagawata
Travel Agents,GI TOURS,"BEGIN HILL ESTATE, HETTIPOLA ROAD, KARAGAHAGEDARA, KULIYAPITIYA",,Kurunegala,Kuliyapitiya Pradeshiya Sabha,Kuliyapitiya East Divisional Secretariat
Travel Agents,INSPIRE TRAVELS (PVT) LTD,"NO:282, LEVEL 1, LIBERTY ARCADE, R.A. DE MEL MAWATHA, COLOMBO 03",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Travel Agents,VALVAI TOURISM (PVT) LTD,"133, KANDY ROAD, JAFFNA",,Jaffna,Jaffna,Jaffna Divisional Secretariat
Travel Agents,DOUTCH MARK (PVT) LTD,"NO:475/A/1, COLOMBO ROAD, KADUWELA",,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat
Travel Agents,WELANKA HOLIDAYS (PVT) LTD,"1A, 3/2, DHARMARAJA MAWATHA, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,AMAZING WORLD TRAVEL (PVT) LTD,"552/01 B1/01 - E.W. PERERA MAWATHA, KOTTE",,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura
Travel Agents,EXEMPLARY VOYAGES (PRIVATE) LIMITED,"NO 36, TEMPLE LANE, COLOMBO 03",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
